id,loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,title,zip_code,addr_state,dti,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,installment,default_risk,loan_status
1003610,12889, 36 months,5.68,A,A2,Manager,2 years,MORTGAGE,27809.499013909117,Verified,Jul-2016,debt_consolidation,debt_consolidation,989xx,MD,19.497134010982666,Nov-1997,686,690,0,8,0,6539,22.794628277459616,18,f,Individual,3,0,390.24,0,Fully Paid
1003611,25335, 36 months,15.32,D,D5,Director,3 years,MORTGAGE,50628.36237186622,Not Verified,Jan-2017,debt_consolidation,debt_consolidation,769xx,AR,39.76271697152489,Mar-2006,749,753,0,12,0,44183,18.68713720178653,21,w,Individual,8,0,882.22,0,Fully Paid
1003612,12254, 36 months,16.89,D,D4,Supervisor,9 years,MORTGAGE,100889.30722855653,Not Verified,Dec-2017,major_purchase,major_purchase,350xx,MI,30.412387573795936,Feb-1999,700,704,1,5,0,45082,12.629270655449599,5,w,Individual,4,0,436.22,0,Fully Paid
1003613,22074, 60 months,12.15,C,C3,Teacher,9 years,RENT,31930.159573008288,Not Verified,Oct-2018,debt_consolidation,debt_consolidation,639xx,FL,5.276901340499696,Jan-1998,702,706,0,6,0,8444,62.055676390141635,6,f,Individual,4,1,492.7,0,Fully Paid
1003614,12442, 36 months,20.25,E,E2,Engineer,4 years,OWN,100329.2790758988,Not Verified,Apr-2016,credit_card,credit_card,373xx,NJ,16.674358988020405,Jan-1996,810,814,1,9,0,3861,35.88631061066212,28,f,Individual,5,0,463.98,0,Fully Paid
1003615,38327, 36 months,7.71,A,A2,Director,7 years,RENT,26294.14439803915,Verified,Jul-2017,debt_consolidation,debt_consolidation,426xx,CA,18.59867455254068,Jun-2001,798,802,0,6,0,37058,68.63607265425622,22,w,Individual,9,0,1195.91,0,Fully Paid
1003616,17199, 36 months,22.56,F,F2,nan,8 years,OWN,154883.43635701766,Not Verified,Feb-2018,debt_consolidation,debt_consolidation,814xx,MO,24.422036662608487,May-2004,678,682,0,9,0,42381,85.68356751084829,11,w,Individual,2,0,661.83,1,Charged Off
1003617,8291, 36 months,24.11,F,F5,Driver,1 year,MORTGAGE,58822.60938063693,Source Verified,Dec-2015,major_purchase,major_purchase,654xx,AL,27.27057798128923,Oct-2003,779,783,0,13,0,17324,78.25899537511924,27,f,Individual,2,0,325.76,0,Fully Paid
1003618,1112, 60 months,5.02,A,A3,Sales,nan,RENT,38117.26934557347,Not Verified,Nov-2018,debt_consolidation,debt_consolidation,615xx,AK,13.02144799945923,Sep-1999,794,798,4,7,0,7431,2.0295128286326514,20,w,Joint App,5,0,21.0,0,Fully Paid
1003619,22515, 36 months,21.85,E,E3,Teacher,2 years,MORTGAGE,87394.02822073491,Source Verified,Jul-2015,debt_consolidation,debt_consolidation,206xx,NV,14.695372682410106,Jun-2009,770,774,0,5,0,4428,91.33514297895321,8,w,Individual,0,0,858.11,0,Fully Paid
1003620,20581, 36 months,15.12,D,D5,Engineer,3 years,MORTGAGE,265525.0441231602,Source Verified,Dec-2015,debt_consolidation,debt_consolidation,155xx,MI,4.13883299492098,Mar-1997,751,755,1,9,0,49720,79.17288680669077,21,w,Individual,5,0,714.66,0,Fully Paid
1003621,27500, 36 months,14.23,D,D1,Engineer,6 years,MORTGAGE,135116.85648800363,Verified,Jun-2018,debt_consolidation,debt_consolidation,454xx,MA,3.572764092703471,May-1993,771,775,0,8,0,8266,88.45462794375605,14,w,Individual,3,0,942.96,0,Fully Paid
1003622,33026, 36 months,9.77,B,B3,Sales,5 years,RENT,57800.83475656589,Not Verified,Dec-2015,debt_consolidation,debt_consolidation,520xx,MN,30.318971797762245,Oct-2007,782,786,3,9,0,7529,59.20864423453026,21,f,Individual,8,0,1062.09,0,Fully Paid
1003623,17523, 36 months,13.95,C,C5,Supervisor,5 years,RENT,130213.52518634112,Not Verified,Dec-2017,credit_card,credit_card,822xx,UT,37.04222650792031,Jun-1997,769,773,0,11,0,8466,30.55206210478534,23,f,Individual,7,0,598.47,0,Fully Paid
1003624,2424, 60 months,24.01,F,F5,Engineer,9 years,MORTGAGE,235298.68630771802,Source Verified,Feb-2016,debt_consolidation,debt_consolidation,736xx,WY,7.872892391771966,Oct-1998,706,710,0,14,0,28001,34.840907809342866,22,w,Joint App,5,0,69.75,1,Charged Off
1003625,20552, 60 months,9.22,B,B2,Engineer,6 years,MORTGAGE,47871.97115756229,Source Verified,Jun-2016,debt_consolidation,debt_consolidation,597xx,NE,36.92412629018908,May-1994,812,816,0,13,1,16252,98.4371680497215,18,w,Individual,3,0,428.82,0,Fully Paid
1003626,11808, 60 months,8.58,B,B5,RN,< 1 year,RENT,66188.99102103207,Not Verified,Aug-2016,educational,educational,386xx,LA,13.749034022394602,Feb-1995,672,676,0,6,0,45904,41.81513123946908,11,f,Individual,3,0,242.71,0,Fully Paid
1003627,39811, 36 months,9.84,B,B2,Engineer,7 years,OWN,36682.944559936455,Source Verified,Jan-2017,debt_consolidation,debt_consolidation,180xx,IL,35.230425189447935,Mar-1996,846,850,0,12,0,12480,69.96734380707859,17,w,Individual,5,1,1281.6,0,Fully Paid
1003628,7989, 36 months,16.04,D,D4,Manager,8 years,RENT,47571.492609213645,Verified,Oct-2017,other,other,308xx,WV,1.0418857458906228,Jun-2008,840,844,0,12,0,3910,73.92061931651956,24,w,Individual,0,0,281.03,0,Fully Paid
1003629,24620, 36 months,23.61,F,F5,Engineer,1 year,MORTGAGE,50762.23210235957,Not Verified,Feb-2018,debt_consolidation,debt_consolidation,240xx,MO,3.6232160170984473,Dec-2007,845,849,1,19,0,586,51.52742289120121,19,w,Individual,1,0,960.88,0,Fully Paid
1003630,1887, 60 months,16.48,D,D3,Engineer,< 1 year,MORTGAGE,46049.21243978146,Verified,May-2016,other,other,961xx,MO,17.389133883450413,Dec-1996,787,791,1,8,0,31173,82.87749358056176,9,w,Individual,7,0,46.37,0,Fully Paid
1003631,32802, 60 months,9.87,B,B2,Supervisor,3 years,MORTGAGE,121585.17888010123,Verified,May-2016,debt_consolidation,debt_consolidation,633xx,HI,33.91862839428917,Oct-1993,697,701,3,10,0,1248,55.56847530763901,22,f,Joint App,5,0,694.85,1,Charged Off
1003632,20488, 60 months,13.81,C,C4,Driver,10+ years,MORTGAGE,19417.793278333967,Not Verified,Aug-2018,other,other,336xx,NE,17.968691845846806,Oct-1997,802,806,0,7,0,23108,81.73881658015652,26,f,Individual,1,0,474.7,0,Fully Paid
1003633,31013, 36 months,12.81,C,C1,Driver,1 year,MORTGAGE,60929.45196264646,Not Verified,Mar-2015,credit_card,credit_card,412xx,MD,33.57990870558896,Jan-2000,739,743,3,12,0,37989,38.862144104705735,27,w,Individual,1,0,1042.11,1,Charged Off
1003634,17402, 36 months,5.93,A,A1,Supervisor,5 years,MORTGAGE,57952.973697011264,Source Verified,Nov-2017,credit_card,credit_card,859xx,AZ,13.63037261597826,Jan-1997,702,706,0,8,0,43368,2.4538904320561827,9,w,Individual,1,0,528.85,0,Fully Paid
1003635,22205, 36 months,15.21,D,D1,Manager,2 years,RENT,45226.57666338359,Verified,Jan-2015,debt_consolidation,debt_consolidation,666xx,MS,5.298568197647331,Dec-1990,778,782,0,10,0,6368,16.801704653604887,26,f,Individual,2,0,772.03,0,Fully Paid
1003636,27049, 36 months,7.52,A,A2,Engineer,8 years,OWN,98397.5902366476,Not Verified,Dec-2016,credit_card,credit_card,315xx,OK,37.018163775344625,Nov-1993,704,708,0,12,1,2484,9.491343697663869,31,w,Individual,4,0,841.64,0,Fully Paid
1003637,13253, 36 months,21.84,E,E5,Project Manager,7 years,RENT,96888.7192350853,Not Verified,Mar-2016,other,other,225xx,MN,3.0601116075526313,Mar-1990,774,778,1,15,0,18353,83.60837185064183,26,w,Joint App,9,0,505.04,0,Fully Paid
1003638,19990, 36 months,15.98,D,D2,Project Manager,6 years,RENT,61698.0418615941,Verified,Sep-2016,debt_consolidation,debt_consolidation,481xx,HI,28.285402973921524,Dec-1993,691,695,0,13,0,38610,85.32444706919622,17,w,Individual,9,0,702.59,1,Charged Off
1003639,8846, 60 months,21.89,E,E1,Sales,10+ years,MORTGAGE,72404.57285090064,Source Verified,May-2016,debt_consolidation,debt_consolidation,842xx,AL,35.31961452347924,Oct-1996,696,700,4,13,0,43787,50.83696748870086,24,w,Individual,8,1,243.76,1,Charged Off
1003640,26027, 36 months,24.12,F,F5,nan,6 years,MORTGAGE,58247.81927641205,Not Verified,Apr-2017,debt_consolidation,debt_consolidation,935xx,MS,4.798449790046808,Oct-2000,732,736,1,12,0,44576,61.72634794471264,27,f,Individual,4,0,1022.75,0,Fully Paid
1003641,4765, 36 months,23.86,F,F4,Project Manager,6 years,RENT,87207.51314237856,Verified,Jun-2018,major_purchase,major_purchase,906xx,VT,20.765001845980493,Aug-2000,692,696,1,12,0,3315,64.95300823384673,24,f,Individual,4,0,186.59,0,Fully Paid
1003642,16950, 36 months,7.01,A,A1,Manager,4 years,MORTGAGE,154338.48247834947,Verified,Oct-2015,debt_consolidation,debt_consolidation,245xx,DC,2.113184524436691,Feb-2010,713,717,0,11,0,669,6.89771857993875,25,f,Individual,3,0,523.44,0,Fully Paid
1003643,10741, 36 months,23.9,F,F3,Director,7 years,MORTGAGE,113765.55411002261,Source Verified,Aug-2015,debt_consolidation,debt_consolidation,136xx,TN,18.3562760306198,Mar-2003,683,687,0,10,1,26674,65.67941306712468,24,w,Joint App,7,0,420.84,1,Charged Off
1003644,23742, 60 months,20.91,E,E5,Engineer,3 years,MORTGAGE,229581.56542272426,Not Verified,Apr-2015,debt_consolidation,debt_consolidation,340xx,MT,31.494962303723575,Apr-1995,791,795,1,9,0,40952,14.617041187095614,17,w,Joint App,5,0,641.1,0,Fully Paid
1003645,25703, 36 months,20.55,E,E2,Driver,4 years,MORTGAGE,99401.48429572284,Verified,Dec-2017,home_improvement,home_improvement,815xx,FL,12.160391133216738,Jun-1992,660,664,0,11,0,1942,89.44685096991203,18,f,Individual,6,0,962.43,1,Charged Off
1003646,39709, 36 months,6.8,A,A2,Teacher,2 years,MORTGAGE,19932.81089532974,Source Verified,Aug-2018,credit_card,credit_card,550xx,MT,9.330268036573624,Oct-2007,722,726,1,13,0,26284,1.0617528439215707,15,w,Individual,6,1,1222.47,0,Fully Paid
1003647,38623, 60 months,8.59,B,B3,Director,2 years,MORTGAGE,88279.38456721074,Not Verified,Jan-2017,debt_consolidation,debt_consolidation,765xx,SC,10.066453564410667,Jun-1999,691,695,0,9,1,13206,23.94043421378348,26,w,Joint App,6,0,794.09,0,Fully Paid
1003648,23931, 36 months,24.5,F,F2,Project Manager,1 year,RENT,38518.561255191795,Not Verified,Sep-2015,debt_consolidation,debt_consolidation,882xx,TX,31.65021715370144,Oct-2003,838,842,2,9,0,10909,92.6059620883956,24,w,Individual,1,0,945.18,0,Fully Paid
1003649,24580, 36 months,9.27,B,B3,Engineer,4 years,MORTGAGE,131837.28866055567,Not Verified,May-2016,debt_consolidation,debt_consolidation,564xx,ND,38.948683960856485,Aug-2000,797,801,1,7,0,49116,69.00143949026021,13,w,Individual,1,0,784.73,0,Fully Paid
1003650,16166, 60 months,8.38,B,B1,Manager,nan,MORTGAGE,50922.61117109133,Not Verified,Apr-2018,debt_consolidation,debt_consolidation,216xx,DC,9.133586503133984,Dec-1990,769,773,2,7,1,19215,19.03196804062024,15,f,Individual,0,1,330.74,0,Fully Paid
1003651,30240, 60 months,12.25,C,C1,Driver,1 year,MORTGAGE,27086.67406960671,Not Verified,Sep-2017,home_improvement,home_improvement,121xx,MI,2.7464009663360933,Mar-2010,680,684,2,8,0,20460,40.76171164546963,11,f,Individual,9,0,676.5,0,Fully Paid
1003652,26991, 36 months,23.27,F,F2,Director,9 years,MORTGAGE,73500.30657218602,Source Verified,Mar-2018,debt_consolidation,debt_consolidation,610xx,MS,5.035806490131938,Mar-2004,674,678,0,14,0,12710,25.433022962187913,14,w,Individual,0,0,1048.62,0,Fully Paid
1003653,39556, 36 months,14.52,D,D5,Driver,3 years,MORTGAGE,50815.00228923407,Verified,Feb-2016,debt_consolidation,debt_consolidation,956xx,WV,25.129789304947607,Sep-1991,739,743,0,10,0,18796,15.030482184115957,26,w,Joint App,9,0,1361.94,1,Charged Off
1003654,33969, 36 months,23.41,F,F2,RN,9 years,MORTGAGE,77387.51442889802,Source Verified,Jul-2018,debt_consolidation,debt_consolidation,134xx,NY,27.044276933953117,Sep-1991,832,836,1,8,0,21332,54.3705907932695,19,f,Joint App,8,0,1322.2,0,Fully Paid
1003655,11561, 60 months,11.69,C,C1,Engineer,nan,MORTGAGE,74073.93960510088,Verified,Jan-2016,debt_consolidation,debt_consolidation,376xx,MT,17.97251131530694,Feb-2010,711,715,0,11,0,4232,90.29340088053381,14,f,Individual,7,0,255.36,0,Fully Paid
1003656,17901, 36 months,9.53,B,B5,nan,< 1 year,RENT,74552.5240066233,Source Verified,Aug-2015,debt_consolidation,debt_consolidation,384xx,HI,3.173327093513749,Nov-1990,668,672,0,11,0,16831,63.92993338944479,19,f,Individual,4,0,573.67,0,Fully Paid
1003657,31020, 60 months,14.9,D,D3,nan,1 year,MORTGAGE,75105.69203676071,Not Verified,Jun-2016,credit_card,credit_card,702xx,RI,37.123553197785014,Nov-1994,663,667,2,4,0,2988,48.16840958768519,6,w,Individual,8,0,736.34,1,Charged Off
1003658,26917, 60 months,17.31,D,D1,nan,10+ years,MORTGAGE,101276.87732209988,Source Verified,Mar-2017,home_improvement,home_improvement,493xx,UT,37.19822326982724,Jun-1999,687,691,0,5,0,33188,83.62928865952945,9,w,Individual,0,0,673.45,1,Charged Off
1003659,2988, 60 months,12.83,C,C3,Manager,< 1 year,OWN,66712.2895842392,Verified,Apr-2015,debt_consolidation,debt_consolidation,407xx,IL,15.742632469246436,Oct-2000,779,783,0,9,0,12369,90.89903214371805,14,f,Individual,9,0,67.73,0,Fully Paid
1003660,15256, 36 months,11.92,C,C4,Project Manager,1 year,RENT,55712.53175100066,Not Verified,Oct-2017,debt_consolidation,debt_consolidation,947xx,MO,32.83848832403664,Dec-1991,832,836,1,17,0,17022,52.840911742628826,34,f,Individual,4,0,506.13,0,Fully Paid
1003661,23192, 36 months,9.36,B,B5,Manager,3 years,OWN,51506.244920135665,Verified,Nov-2018,credit_card,credit_card,186xx,RI,35.94354025419028,Nov-2000,835,839,4,15,0,46239,99.76824017701173,33,w,Individual,5,0,741.39,0,Fully Paid
1003662,29230, 36 months,10.5,B,B1,RN,< 1 year,MORTGAGE,48449.256685437045,Not Verified,Feb-2016,home_improvement,home_improvement,161xx,NC,20.321962238426007,Jul-1993,768,772,3,16,0,14367,12.271741117445089,20,w,Individual,1,0,950.05,0,Fully Paid
1003663,23625, 60 months,18.46,E,E3,Teacher,5 years,MORTGAGE,51016.14353304551,Not Verified,Feb-2017,car,car,385xx,UT,24.059344681138533,Sep-1993,769,773,0,13,0,49784,98.76675003653705,22,f,Individual,4,0,605.85,0,Fully Paid
1003664,33088, 36 months,12.4,C,C3,Engineer,< 1 year,MORTGAGE,100574.45744439868,Not Verified,Apr-2017,debt_consolidation,debt_consolidation,975xx,WI,29.32387616253903,Jan-2007,828,832,1,7,0,22896,63.70154537556216,20,w,Joint App,5,0,1105.33,0,Fully Paid
1003665,15114, 36 months,6.6,A,A3,Sales,2 years,RENT,133347.87331438976,Verified,Oct-2017,medical,medical,724xx,FL,35.65248260237506,May-1990,686,690,1,10,0,39655,44.69791512095716,13,f,Individual,1,0,463.92,1,Charged Off
1003666,39401, 36 months,7.76,A,A2,Director,1 year,MORTGAGE,96780.36863496107,Verified,Jun-2016,debt_consolidation,debt_consolidation,493xx,CT,3.5643284690894594,Dec-2004,762,766,2,11,0,25763,10.232212157064746,17,w,Individual,2,0,1230.33,0,Fully Paid
1003667,6755, 36 months,12.45,C,C2,Sales,1 year,MORTGAGE,72269.92952016856,Source Verified,Mar-2015,debt_consolidation,debt_consolidation,607xx,DE,2.118354456023872,Jun-2006,679,683,0,7,0,24901,30.742777595181604,9,w,Individual,5,0,225.82,0,Fully Paid
1003668,11825, 36 months,23.49,F,F4,Manager,3 years,RENT,63517.06119155555,Verified,Aug-2016,home_improvement,home_improvement,119xx,CA,27.001997398493728,Jun-1999,818,822,0,15,0,7490,96.4452648343238,32,w,Joint App,1,0,460.77,1,Charged Off
1003669,23693, 36 months,12.58,C,C4,Driver,8 years,RENT,69311.2672155934,Source Verified,Apr-2018,debt_consolidation,debt_consolidation,983xx,MT,1.9068595400198074,Aug-1996,799,803,1,8,0,27475,18.574701463637133,19,w,Joint App,1,0,793.53,0,Fully Paid
1003670,5117, 36 months,6.21,A,A3,Teacher,2 years,OWN,69762.66320318561,Verified,May-2015,debt_consolidation,debt_consolidation,491xx,ND,4.177497150860847,Jun-1998,757,761,0,14,0,19858,12.230647750823586,19,f,Individual,9,0,156.16,0,Fully Paid
1003671,25729, 36 months,13.36,C,C2,Project Manager,nan,OWN,42107.35507542352,Not Verified,Apr-2018,debt_consolidation,debt_consolidation,493xx,NH,16.896170861368333,Aug-2006,713,717,1,10,0,28292,28.53650111237944,15,w,Joint App,6,0,871.38,0,Fully Paid
1003672,33182, 36 months,18.38,E,E5,Project Manager,5 years,RENT,39055.928854486294,Source Verified,Sep-2017,debt_consolidation,debt_consolidation,554xx,AK,7.289205680531596,Nov-1999,766,770,1,6,0,457,7.077574996790148,19,f,Individual,3,0,1205.94,0,Fully Paid
1003673,29890, 60 months,16.87,D,D5,Driver,nan,MORTGAGE,63328.38065912295,Source Verified,Mar-2018,debt_consolidation,debt_consolidation,145xx,LA,35.953468004443465,Dec-2000,786,790,1,9,1,7014,6.118816450799436,21,f,Individual,6,0,740.76,0,Fully Paid
1003674,30340, 60 months,10.58,B,B3,nan,10+ years,MORTGAGE,36029.08460800688,Source Verified,Jan-2017,credit_card,credit_card,329xx,CA,13.263191648845485,Oct-1992,708,712,0,10,0,41023,70.07717758462039,22,f,Individual,0,0,653.33,0,Fully Paid
1003675,2518, 36 months,18.76,E,E2,Supervisor,9 years,MORTGAGE,37415.31147930382,Source Verified,Mar-2018,credit_card,credit_card,310xx,WA,23.101768418524298,Jun-2005,758,762,0,12,0,4063,99.49807152450754,26,w,Joint App,7,0,91.99,0,Fully Paid
1003676,31949, 36 months,17.61,D,D5,Manager,2 years,MORTGAGE,40043.073279649005,Verified,Aug-2016,educational,educational,488xx,NY,0.393841039410483,Aug-1993,778,782,0,8,0,49424,88.64592218642639,13,w,Joint App,7,0,1148.79,0,Fully Paid
1003677,23547, 60 months,8.44,B,B2,Engineer,9 years,MORTGAGE,122368.40650228155,Source Verified,May-2017,credit_card,credit_card,288xx,NY,20.537037431571665,Jan-1996,787,791,0,7,0,44691,59.64908246864156,17,f,Individual,3,0,482.42,0,Fully Paid
1003678,17346, 36 months,8.24,B,B4,Director,4 years,MORTGAGE,147230.3343503663,Not Verified,Aug-2015,debt_consolidation,debt_consolidation,775xx,AK,32.40065758231399,Jun-2002,827,831,0,14,0,41195,19.47187477720478,33,f,Individual,8,0,545.48,0,Fully Paid
1003679,3600, 36 months,15.94,D,D3,Director,8 years,MORTGAGE,60125.373407896295,Verified,Nov-2015,moving,moving,541xx,CO,38.734371285515486,Mar-2006,762,766,0,16,1,16605,37.051855706857296,30,f,Individual,9,1,126.46,1,Charged Off
1003680,30267, 36 months,18.19,E,E3,Manager,2 years,OWN,62324.97729295715,Not Verified,Dec-2016,credit_card,credit_card,645xx,IN,27.149958398148385,Mar-1993,707,711,2,10,1,26255,1.6300052943236554,29,w,Joint App,1,0,1097.11,1,Charged Off
1003681,37322, 36 months,24.24,F,F2,Sales,7 years,RENT,92630.2453409522,Verified,Apr-2015,debt_consolidation,debt_consolidation,153xx,WA,8.10508628230933,Dec-1996,781,785,1,13,0,48952,3.3237631852848115,26,w,Individual,7,1,1468.96,0,Fully Paid
1003682,27990, 36 months,13.44,C,C2,Supervisor,5 years,RENT,35089.239427503795,Verified,Nov-2015,debt_consolidation,debt_consolidation,776xx,MA,14.521485315612006,Dec-2010,832,836,1,10,1,46211,41.42440367154558,19,w,Individual,1,0,949.04,0,Fully Paid
1003683,17193, 60 months,20.3,E,E1,RN,nan,MORTGAGE,64569.74879488081,Source Verified,May-2017,debt_consolidation,debt_consolidation,412xx,PA,6.274628708094854,Jul-2002,751,755,0,11,0,44243,8.351209389479553,15,f,Individual,9,0,458.38,0,Fully Paid
1003684,31109, 60 months,7.33,A,A5,Supervisor,7 years,RENT,197412.70706598894,Not Verified,Mar-2015,car,car,132xx,NE,13.512557392486691,Oct-1991,824,828,0,10,0,15847,66.14700934242317,15,f,Joint App,4,0,620.85,0,Fully Paid
1003685,20233, 36 months,22.79,F,F4,nan,1 year,MORTGAGE,57861.57673957506,Not Verified,Aug-2016,debt_consolidation,debt_consolidation,654xx,CO,22.452276376798448,Jul-1999,749,753,1,8,2,49513,5.450180561109985,22,f,Individual,7,0,781.0,0,Fully Paid
1003686,17194, 36 months,17.66,D,D5,Teacher,8 years,RENT,56381.23940038674,Not Verified,Jun-2018,debt_consolidation,debt_consolidation,881xx,CT,19.494887619508642,Jun-2003,814,818,0,9,0,24527,31.17056527853682,17,w,Individual,9,0,618.68,0,Fully Paid
1003687,35510, 36 months,17.58,D,D1,Sales,< 1 year,OWN,57087.48487043274,Verified,Oct-2018,other,other,456xx,UT,34.947959415313115,May-2000,808,812,1,7,1,43478,61.223385339427004,20,w,Individual,2,1,1276.3,0,Fully Paid
1003688,2306, 36 months,7.85,A,A2,Supervisor,2 years,MORTGAGE,52114.899033434274,Source Verified,Nov-2017,vacation,vacation,126xx,AZ,8.15756265024243,Feb-1994,794,798,1,12,0,3237,82.97728959257635,16,w,Individual,0,0,72.1,0,Fully Paid
1003689,4849, 36 months,5.79,A,A5,Project Manager,3 years,OWN,77592.81901260417,Verified,Feb-2015,debt_consolidation,debt_consolidation,723xx,AK,17.346242932975255,Feb-2004,691,695,1,20,0,47764,37.61900968487887,33,f,Individual,5,0,147.06,0,Fully Paid
1003690,13360, 36 months,19.03,E,E3,nan,5 years,MORTGAGE,72152.1917193641,Source Verified,Oct-2016,wedding,wedding,872xx,NV,25.28332565404837,Feb-1996,729,733,0,12,0,32980,1.438390852880489,31,w,Individual,7,0,489.93,0,Fully Paid
1003691,30231, 60 months,7.34,A,A5,Teacher,10+ years,OWN,17608.032552726658,Not Verified,Aug-2015,debt_consolidation,debt_consolidation,444xx,DE,39.2440023069156,May-2004,708,712,1,10,0,29837,61.74256670077839,24,w,Individual,5,0,603.47,0,Fully Paid
1003692,37963, 36 months,7.54,A,A2,Driver,3 years,MORTGAGE,85066.6643663333,Not Verified,Dec-2017,other,other,948xx,WY,8.552923976928813,Jan-1998,844,848,0,8,0,32585,46.60069371309148,24,f,Individual,9,0,1181.58,0,Fully Paid
1003693,19689, 60 months,8.75,B,B5,nan,10+ years,MORTGAGE,33679.694198662924,Not Verified,Nov-2018,car,car,368xx,AL,33.323382654160426,Nov-1994,681,685,0,7,0,30493,63.85880682274281,14,w,Individual,9,0,406.33,1,Charged Off
